,imdb_score,director_name,movie_title
2638,7.7,David Ayer,End of Watch 
330,7.7,Ridley Scott,Black Hawk Down 
4730,7.7,Tom McCarthy,The Station Agent 
3740,7.7,Alfonso Cuarón,Y Tu Mamá También 
4485,7.7,James Wan,Saw 
3771,7.7,Atom Egoyan,The Sweet Hereafter 
3368,7.7,Jonathan Levine,50/50 
1403,7.7,John Lee Hancock,The Blind Side 
1085,7.7,Antoine Fuqua,Training Day 
3507,7.7,,Nikita             
2260,7.7,Alejandro G. Iñárritu,21 Grams 
26,7.7,James Cameron,Titanic 
4566,7.7,Chris Paine,Who Killed the Electric Car? 
4491,7.7,Kenneth Lonergan,You Can Count on Me 
457,7.7,Sam Mendes,Road to Perdition 
4922,7.7,Andrew Haigh,Weekend 
4714,7.7,Johanna Schwartz,They Will Have to Kill Us First 
3759,7.7,Denys Arcand,The Barbarian Invasions 
1739,7.7,Ron Howard,Frost/Nixon 
2664,7.7,Woody Allen,Match Point 
1094,7.7,Richard Curtis,Love Actually 
2943,7.7,Brian Henson,The Muppet Christmas Carol 
2123,7.7,William Friedkin,Sorcerer 
4467,7.7,,Space: Above and Beyond             
4516,7.7,Shane Meadows,Dead Man's Shoes 
3671,7.7,Scott Hicks,Shine 
3779,7.7,Brad Anderson,The Machinist 
890,7.7,Stanley Kubrick,Lolita 
332,7.7,Luc Besson,The Fifth Element 
1060,7.7,Ted Kotcheff,First Blood 
3356,7.7,James Frawley,The Muppet Movie 
889,7.7,Jean-Pierre Jeunet,A Very Long Engagement 
4449,7.7,William Cottrell,Snow White and the Seven Dwarfs 
2923,7.7,Nicholas Meyer,Star Trek II: The Wrath of Khan 
3009,7.7,Chuan Lu,City of Life and Death 
1429,7.7,Spike Lee,Malcolm X 
3542,7.7,Richard Linklater,Dazed and Confused 
3408,7.7,Tomm Moore,The Secret of Kells 
1980,7.7,Ron Maxwell,Gettysburg 
4965,7.7,Lisanne Pajot,Indie Game: The Movie 
2992,7.7,Paolo Sorrentino,The Great Beauty 
3425,7.7,Charles Binamé,The Rocket: The Legend of Rocket Richard 
3719,7.7,Stephen Daldry,Billy Elliot 
1368,7.7,Ryan Coogler,Creed 
1197,7.7,David Fincher,The Social Network 
4257,7.6,Kimberly Peirce,Boys Don't Cry 
2538,7.6,Vadim Perelman,House of Sand and Fog 
4046,7.6,John Landis,Animal House 
1293,7.6,J.A. Bayona,The Impossible 
1538,7.6,Stephen Daldry,The Reader 
4998,7.6,Kevin Jordan,Smiling Fish & Goat on Fire 
3577,7.6,Tom Hooper,The Damned United 
4024,7.6,Luc Jacquet,March of the Penguins 
125,7.6,Chris Buck,Frozen 
83,7.6,Matt Reeves,Dawn of the Planet of the Apes 
186,7.6,Francis Lawrence,The Hunger Games: Catching Fire 
3469,7.6,Jane Campion,The Piano 
2523,7.6,Neil Burger,The Illusionist 
1524,7.6,Rob Reiner,A Few Good Men 
2533,7.6,Neil Burger,The Illusionist 
3925,7.6,Christopher Guest,Waiting for Guffman 
4255,7.6,Chia-Liang Liu,The Legend of Drunken Master 
3383,7.6,Mary Harron,American Psycho 
4254,7.6,George Miller,Mad Max 2: The Road Warrior 
115,7.6,Mike Newell,Harry Potter and the Goblet of Fire 
3501,7.6,Martin Scorsese,The Last Temptation of Christ 
1328,7.6,Alex Proyas,The Crow 
3500,7.6,Tom Ford,A Single Man 
946,7.6,Spike Lee,Inside Man 
2416,7.6,Paul Greengrass,United 93 
3894,7.6,Mike Figgis,Leaving Las Vegas 
917,7.6,Terrence Malick,The Thin Red Line 
3314,7.6,Mike Leigh,All or Nothing 
903,7.6,Baz Luhrmann,Moulin Rouge! 
3438,7.6,Jason Reitman,Thank You for Smoking 
2485,7.6,Alejandro Amenábar,The Others 
4970,7.6,Jason Miller,The Past is a Grotesque Animal 
1348,7.6,Norman Jewison,The Hurricane 
3876,7.6,Niki Caro,Whale Rider 
2178,7.6,Thea Sharrock,Me Before You 
940,7.6,Neil Jordan,Interview with the Vampire: The Vampire Chronicles 
3338,7.6,Mira Nair,The Namesake 
1369,7.6,Ben Affleck,The Town 
2475,7.6,Greg Mottola,Superbad 
895,7.6,Francis Ford Coppola,The Godfather: Part III 
2091,7.6,Jessie Nelson,I Am Sam 
4119,7.6,,The Grand             
4150,7.6,Richard Donner,The Omen 
4179,7.6,Joe Cross,"Fat, Sick & Nearly Dead "
2376,7.6,Brian Percival,The Book Thief 
4240,7.6,Petter Næss,Elling 
3363,7.6,Danny Boyle,28 Days Later... 
184,7.6,Mark Osborne,Kung Fu Panda 
1400,7.6,Tim Burton,Batman 
956,7.6,Bennett Miller,Moneyball 
736,7.6,Michael Mann,Collateral 
3458,7.6,Dennis Gansel,The Wave 
3267,7.6,Stanley Kramer,"It's a Mad, Mad, Mad, Mad World "
3268,7.6,Pedro Almodóvar,Volver 
4200,7.6,Joshua Tickell,Fuel 
2429,7.6,Danny Boyle,127 Hours 
4196,7.6,Isabel Coixet,My Life Without Me 
4193,7.6,Alice Wu,Saving Face 
3365,7.6,Don Siegel,Escape from Alcatraz 
4189,7.6,Zach Braff,Garden State 
908,7.6,Robert Rodriguez,Grindhouse 
3993,7.6,Fred Zinnemann,The Nun's Story 
3690,7.6,Morten Tyldum,Headhunters 
3958,7.6,Peter H. Hunt,1776 
2680,7.6,Kathryn Bigelow,The Hurt Locker 
327,7.6,Yimou Zhang,The Flowers of War 
1651,7.6,Marc Forster,Stranger Than Fiction 
4733,7.6,Barry W. Blaustein,Beyond the Mat 
2259,7.6,Marc Forster,The Kite Runner 
4813,7.6,Sam Raimi,The Evil Dead 
1736,7.6,,12 Monkeys             
236,7.6,George Lucas,Star Wars: Episode III - Revenge of the Sith 
3038,7.6,Tim Robbins,Dead Man Walking 
4523,7.6,Gareth Evans,The Raid: Redemption 
4416,7.6,Dror Moreh,The Gatekeepers 
3673,7.6,Clint Eastwood,High Plains Drifter 
1655,7.6,Martin Brest,Midnight Run 
1593,7.6,John McTiernan,The Hunt for Red October 
1925,7.6,Stephen Daldry,The Hours 
2652,7.6,Denzel Washington,The Great Debaters 
1648,7.6,Tim McCanlies,Secondhand Lions 
1038,7.6,Steven Soderbergh,Traffic 
1224,7.6,Steven Spielberg,Bridge of Spies 
260,7.6,,The A-Team             
3056,7.6,Sam Raimi,Army of Darkness 
1629,7.6,Ted Demme,Blow 
4789,7.6,Kay Pollak,As It Is in Heaven 
3792,7.6,Eli Craig,Tucker and Dale vs Evil 
606,7.6,James Cameron,The Abyss 
2219,7.6,Stephen Frears,High Fidelity 
4410,7.6,Alfred Hitchcock,Spellbound 
2212,7.6,Gus Van Sant,Milk 
1170,7.6,Andrew Niccol,Lord of War 
479,7.6,,Bewitched             
1762,7.6,Wes Anderson,The Royal Tenenbaums 
1644,7.6,Denis Villeneuve,Sicario 
470,7.6,David Ayer,Fury 
3743,7.6,John Sayles,Lone Star 
4590,7.6,Anthony Powell,Antarctica: A Year on Ice 
1749,7.6,Steven Spielberg,Indiana Jones and the Temple of Doom 
3588,7.6,Jerome Robbins,West Side Story 
658,7.6,Tom Hooper,Les Misérables 
2803,7.6,Todd Field,Little Children 
4837,7.6,Pan Nalin,Ayurveda: Art of Being 
545,7.6,Steven Spielberg,Munich 
1067,7.6,Jonathan Frakes,Star Trek: First Contact 
365,7.6,John McTiernan,Die Hard with a Vengeance 
366,7.6,Guy Ritchie,Sherlock Holmes 
1194,7.6,Peter Berg,Lone Survivor 
651,7.6,Chris Wedge,Ice Age 
3705,7.6,Eugenio Derbez,Instructions Not Included 
2541,7.6,Rob Reiner,When Harry Met Sally... 
1894,7.6,Richard Donner,The Omen 
2027,7.6,Terry Gilliam,The Fisher King 
4436,7.6,Jaime Zevallos,Me You and Five Bucks 
2974,7.6,Yimou Zhang,House of Flying Daggers 
2953,7.6,Stephen Frears,Philomena 
414,7.6,Jean-Jacques Annaud,Enemy at the Gates 
2721,7.6,Shane Black,Kiss Kiss Bang Bang 
3692,7.6,Michael McGowan,Saint Ralph 
345,7.6,Rupert Wyatt,Rise of the Planet of the Apes 
655,7.6,Ron Howard,Apollo 13 
2567,7.6,Woody Allen,Radio Days 
4487,7.6,Giovanni Zelko,The Algerian 
2623,7.5,Tim Burton,Beetlejuice 
2930,7.5,Quentin Tarantino,Jackie Brown 
2442,7.5,Ang Lee,The Ice Storm 
3504,7.5,Phillip Noyce,Rabbit-Proof Fence 
1944,7.5,Dexter Fletcher,Eddie the Eagle 
2163,7.5,James Wan,The Conjuring 
4039,7.5,Laurent Cantet,The Class 
1958,7.5,Bill Paxton,The Greatest Game Ever Played 
827,7.5,Taylor Hackford,The Devil's Advocate 
1743,7.5,Richard Attenborough,Cry Freedom 
4528,7.5,Shimit Amin,Rocket Singh: Salesman of the Year 
537,7.5,,Constantine             
3379,7.5,Doug Atchison,Akeelah and the Bee 
4043,7.5,Joshua Marston,Maria Full of Grace 
1175,7.5,,McHale's Navy             
2434,7.5,Irwin Winkler,Life as a House 
1722,7.5,Andrew Dominik,The Assassination of Jesse James by the Coward Robert Ford 
521,7.5,Pierre Coffin,Despicable Me 2 
311,7.5,Tom Tykwer,Cloud Atlas 
5027,7.5,Jafar Panahi,The Circle 
3916,7.5,J.A. Bayona,The Orphanage 
1733,7.5,Greg Tiernan,Sausage Party 
4265,7.5,Shari Springer Berman,American Splendor 
20,7.5,Peter Jackson,The Hobbit: The Battle of the Five Armies 
4674,7.5,George Lucas,American Graffiti 
3486,7.5,Don Kempf,Michael Jordan to the Max 
8,7.5,Joss Whedon,Avengers: Age of Ultron 
2719,7.5,Tommy Lee Jones,Three Burials 
424,7.5,Edgar Wright,Scott Pilgrim vs. the World 
1140,7.5,Barry Levinson,Sleepers 
4678,7.5,Leslie Small,Kevin Hart: Laugh at My Pain 
1840,7.5,Kevin Costner,Open Range 
3477,7.5,George Clooney,"Good Night, and Good Luck. "
3957,7.5,Aleksandr Veledinskiy,The Geographer Drank His Globe Away 
2702,7.5,,The Dead Zone             
3976,7.5,Andrucha Waddington,House of Sand 
362,7.5,Tony Bancroft,Mulan 
3463,7.5,Jason Reitman,Juno 
4645,7.5,Ryan Coogler,Fruitvale Station 
5039,7.5,,The Following             
1865,7.5,Fernando Meirelles,The Constant Gardener 
2758,7.5,Gilles Paquet-Brenner,Sarah's Key 
2249,7.5,Mike Binder,Reign Over Me 
9,7.5,David Yates,Harry Potter and the Half-Blood Prince 
3988,7.5,Albert Hughes,Menace II Society 
4729,7.5,Marilyn Agrelo,Mad Hot Ballroom 
4557,7.5,Jason Reitman,Juno 
4936,7.5,Tobe Hooper,The Texas Chain Saw Massacre 
3396,7.5,James Ivory,Howards End 
2275,7.5,Woody Allen,Bullets Over Broadway 
114,7.5,David Yates,Harry Potter and the Order of the Phoenix 
4548,7.5,Davis Guggenheim,An Inconvenient Truth 
1758,7.5,Gavin O'Connor,Miracle 
4941,7.5,Michael Moore,Roger & Me 
3516,7.5,Lynne Ramsay,We Need to Talk About Kevin 
1933,7.5,Richard Fleischer,Tora! Tora! Tora! 
1143,7.5,Norman Ferguson,Pinocchio 
1931,7.5,Shekhar Kapur,Elizabeth 
2412,7.5,,The O.C.             
3999,7.5,Bill Condon,Gods and Monsters 
1930,7.5,Kirsten Sheridan,August Rush 
326,7.5,Martin Scorsese,Gangs of New York 
3995,7.5,Alfred Hitchcock,Frenzy 
3733,7.5,Richard Glatzer,Still Alice 
2138,7.5,Richard LaGravenese,Freedom Writers 
2995,7.5,Kar-Wai Wong,2046 
4904,7.5,Justin Dillon,Call + Response 
3852,7.5,Oliver Stone,Salvador 
2354,7.5,John Curran,The Painted Veil 
1523,7.5,Warren Beatty,Reds 
3293,7.5,John Landis,Trading Places 
3808,7.5,William H. Macy,Rudderless 
2303,7.5,,Perception             
2322,7.5,Charlie Kaufman,"Synecdoche, New York "
4381,7.5,Todd Field,In the Bedroom 
2204,7.5,Alejandro G. Iñárritu,Babel 
2490,7.5,Alexander Payne,Sideways 
4788,7.5,Whit Stillman,Metropolitan 
3800,7.5,,Saving Grace             
1635,7.5,Steve Box,The Curse of the Were-Rabbit 
2184,7.5,Ava DuVernay,Selma 
4890,7.5,Tom Putnam,Burn 
1507,7.5,Alejandro G. Iñárritu,Biutiful 
593,7.5,,Sleepy Hollow             
4661,7.5,Todd Solondz,Welcome to the Dollhouse 
656,7.5,Paul Verhoeven,Total Recall 
4247,7.5,Terence Young,From Russia with Love 
3271,7.5,Richard Loncraine,Richard III 
4818,7.5,Doug Block,51 Birch Street 
2206,7.5,John Patrick Shanley,Doubt 
4242,7.5,Jaume Balagueró,[Rec] 
2059,7.5,Dexter Fletcher,Eddie the Eagle 
4352,7.5,Wes Craven,A Nightmare on Elm Street 
3597,7.5,Christopher Guest,Best in Show 
3275,7.5,Kriv Stenders,Red Dog 
4997,7.5,David Gordon Green,George Washington 
177,7.5,,Miami Vice             
1007,7.5,,Twisted             
1611,7.5,Edward Zwick,Legends of the Fall 
3278,7.5,Tobe Hooper,The Texas Chain Saw Massacre 
4368,7.5,Khyentse Norbu,Travelers and Magicians 
2601,7.5,Chris Columbus,Home Alone 
257,7.5,Martin Scorsese,The Aviator 
4836,7.5,Florence Ayisi,Sisters in Law 
57,7.5,Justin Lin,Star Trek Beyond 
1011,7.5,Alan Parker,The Life of David Gale 
1203,7.5,Francis Ford Coppola,Bram Stoker's Dracula 
1428,7.5,John Lee Hancock,Saving Mr. Banks 
1420,7.5,Wes Craven,A Nightmare on Elm Street 
694,7.5,Tom Tykwer,Perfume: The Story of a Murderer 
3583,7.5,Michael Moore,Fahrenheit 9/11 
4767,7.5,Patrick Gilles,America Is Still the Place 
3020,7.5,Akira Kurosawa,Madadayo 
210,7.5,Bryan Singer,X-Men 2 
3900,7.5,,Saving Grace             
4233,7.5,Tay Garnett,The Valley of Decision 
3015,7.5,Timothy Hines,10 Days in a Madhouse 
2329,7.5,Kurt Wimmer,Equilibrium 
3004,7.5,Marco Kreuzpaintner,Trade 
202,7.5,Chris Columbus,Harry Potter and the Sorcerer's Stone 
70,7.5,Martin Scorsese,Hugo 
1552,7.5,Duncan Jones,Source Code 
2616,7.5,Michael Apted,Coal Miner's Daughter 
4276,7.5,Jim Jarmusch,Ghost Dog: The Way of the Samurai 
199,7.5,Matt Birch,Harry Potter and the Deathly Hallows: Part II 
3790,7.5,Errol Morris,Standard Operating Procedure 
1645,7.5,Antoine Fuqua,Southpaw 
4412,7.5,Vincent Gallo,Buffalo '66 
3047,7.5,John Crowley,Brooklyn 
2086,7.5,Clint Eastwood,The Bridges of Madison County 
214,7.5,Paul Verhoeven,Total Recall 
2509,7.5,Sam Raimi,A Simple Plan 
3107,7.5,Carol Reed,Oliver! 
1659,7.5,,The Family             
1558,7.5,David Cronenberg,A History of Violence 
3031,7.5,Jonathan Lynn,My Cousin Vinny 
4973,7.5,Darren Aronofsky,Pi 
1205,7.5,Brian Helgeland,42 
3349,7.5,Ken Loach,The Wind That Shakes the Barley 
212,7.5,Guy Ritchie,Sherlock Holmes: A Game of Shadows 
3848,7.4,Lana Wachowski,Bound 
3615,7.4,Raymond De Felitta,City Island 
1113,7.4,Julie Taymor,Across the Universe 
3478,7.4,Bennett Miller,Capote 
3825,7.4,Jeff Nichols,Take Shelter 
2326,7.4,John Hillcoat,The Proposition 
3683,7.4,Gaspar Noé,Irreversible 
3830,7.4,Sam Peckinpah,Pat Garrett & Billy the Kid 
5029,7.4,Kiyoshi Kurosawa,The Cure 
3819,7.4,Jirí Menzel,I Served the King of England 
983,7.4,David Dobkin,The Judge 
1281,7.4,Martin Scorsese,Mean Streets 
5022,7.4,Jim Chuchu,Stories of Our Lives 
3845,7.4,John Huston,Moby Dick 
3775,7.4,Peter Jackson,Heavenly Creatures 
1192,7.4,Joel Schumacher,A Time to Kill 
970,7.4,Michael Bay,13 Hours 
3912,7.4,John Huston,The Misfits 
3509,7.4,,Dark Angel             
3541,7.4,Robert C. Cooper,Stargate: The Ark of Truth 
1081,7.4,Rob Reiner,The Bucket List 
2287,7.4,Woody Allen,Deconstructing Harry 
3789,7.4,Feroz Abbas Khan,"Gandhi, My Father "
1265,7.4,,Arthur             
1048,7.4,Iain Softley,K-PAX 
3718,7.4,Kevin Smith,Clerks II 
953,7.4,Glenn Ficarra,"Crazy, Stupid, Love. "
3567,7.4,Matthew Vaughn,Layer Cake 
2292,7.4,Frank Oz,Death at a Funeral 
4994,7.4,Patrick Meaney,The Image Revolution 
3641,7.4,Fred Zinnemann,Julia 
2265,7.4,Michael Moore,Capitalism: A Love Story 
1201,7.4,Robert Zemeckis,Back to the Future Part III 
2355,7.4,Uli Edel,The Baader Meinhof Complex 
1037,7.4,Richard Curtis,Pirate Radio 
2308,7.4,Mike Leigh,Topsy-Turvy 
2309,7.4,Alejandro Monteverde,Little Boy 
3674,7.4,Terry Zwigoff,Ghost World 
3720,7.4,Nat Faxon,The Way Way Back 
3589,7.4,Harold Ramis,Caddyshack 
2761,7.4,Lars von Trier,Manderlay 
4882,7.4,Dan Curtis,The Love Letter 
3150,7.4,Jeff Nichols,Mud 
4273,7.4,Miranda July,Me and You and Everyone We Know 
4269,7.4,Elia Kazan,Gentleman's Agreement 
3168,7.4,Stephen Frears,Dirty Pretty Things 
4842,7.4,Julie Taymor,Across the Universe 
4502,7.4,Léa Pool,"Pink Ribbons, Inc. "
4735,7.4,Siddiq Barmak,Osama 
2534,7.4,Oliver Stone,Wall Street 
4732,7.4,Patrick Creadon,Wordplay 
194,7.4,Steven Spielberg,The Adventures of Tintin 
2926,7.4,Peter Weir,Witness 
4249,7.4,,In the Heat of the Night             
2520,7.4,Wayne Kramer,Running Scared 
185,7.4,Peyton Reed,Ant-Man 
4543,7.4,Derek Cianfrance,Blue Valentine 
4544,7.4,Duncan Tucker,Transamerica 
1759,7.4,Zack Snyder,Dawn of the Dead 
2504,7.4,Niki Caro,"McFarland, USA "
1496,7.4,Robert Zemeckis,The Walk 
1471,7.4,Curtis Hanson,Wonder Boys 
173,7.4,Peter Weir,Master and Commander: The Far Side of the World 
2620,7.4,Harold Ramis,National Lampoon's Vacation 
4562,7.4,Morgan Neville,20 Feet from Stardom 
2905,7.4,Craig Gillespie,Lars and the Real Girl 
4176,7.4,Hao Ning,Silver Medallist 
772,7.4,Clint Eastwood,Invictus 
3157,7.4,Theodore Witcher,Love Jones 
2660,7.4,George Armitage,Grosse Pointe Blank 
2895,7.4,Jean-Jacques Annaud,Quest for Fire 
2945,7.4,Julie Taymor,Frida 
4773,7.4,Darren Lynn Bousman,Alleluia! The Devil's Carnival 
3037,7.4,Adam Shankman,A Walk to Remember 
575,7.4,David Silverman,The Simpsons Movie 
4463,7.4,Ham Tran,Journey from the Fall 
1642,7.4,Tim Burton,Corpse Bride 
4406,7.4,Noah Baumbach,The Squid and the Whale 
4401,7.4,Zack Snyder,Dawn of the Dead 
4389,7.4,John Ford,She Wore a Yellow Ribbon 
3063,7.4,Ethan Coen,Inside Llewyn Davis 
3069,7.4,Tobe Hooper,Poltergeist 
4379,7.4,Patricia Riggen,Under the Same Moon 
2603,7.4,Sydney Pollack,Tootsie 
1615,7.4,Rian Johnson,Looper 
1612,7.4,Jason Reitman,Up in the Air 
3088,7.4,Eric Lartigau,La Famille Bélier 
285,7.4,Chris Columbus,Harry Potter and the Chamber of Secrets 
528,7.4,Michael Bay,The Rock 
526,7.4,Bryan Singer,X-Men 
4323,7.4,Simon Napier-Bell,"To Be Frank, Sinatra at 100 "
645,7.4,,Last Man Standing             
2948,7.4,John Dahl,Rounders 
653,7.4,Steven Spielberg,Lincoln 
4300,7.4,Michael Dowse,It's All Gone Pete Tong 
4490,7.4,Mira Nair,Monsoon Wedding 
3120,7.4,Kevin Smith,Dogma 
4170,7.4,Pawel Pawlikowski,Ida 
3302,7.4,Michael O. Sajbel,The Ultimate Gift 
1797,7.4,Nick Cassavetes,My Sister's Keeper 
880,7.4,Joel Schumacher,The Phantom of the Opera 
1815,7.4,Wolfgang Petersen,The NeverEnding Story 
135,7.4,Christopher McQuarrie,Mission: Impossible - Rogue Nation 
4057,7.4,James Ivory,A Room with a View 
4053,7.4,Kirk Jones,Waking Ned Devine 
3374,7.4,Kenneth Branagh,Much Ado About Nothing 
4588,7.4,Rohit Jagessar,Guiana 1838 
4035,7.4,Alejandro Monteverde,Bella 
4933,7.4,Michel Orion Scott,The Horse Boy 
2710,7.4,Dan Curtis,The Love Letter 
2134,7.4,Frank Oz,Death at a Funeral 
2828,7.4,,The Border             
3409,7.4,John Carney,Begin Again 
1843,7.4,Richard Attenborough,A Bridge Too Far 
4911,7.4,Chris Marker,The Case of the Grinning Cat 
2825,7.4,Philip Kaufman,Quills 
2822,7.4,Todd Haynes,Far from Heaven 
3434,7.4,Bruce Beresford,Driving Miss Daisy 
4647,7.4,James Algar,Bambi 
1338,7.4,John Woo,Red Cliff 
907,7.4,F. Gary Gray,Law Abiding Citizen 
4952,7.4,Jean-Luc Godard,Une Femme Mariée 
4665,7.4,Daniel Davila,Harrison Montgomery 
375,7.4,Robert Zemeckis,Contact 
912,7.4,Kathryn Bigelow,Zero Dark Thirty 
919,7.4,Milos Forman,Man on the Moon 
4957,7.4,David Lynch,Eraserhead 
2440,7.4,Brian De Palma,Blow Out 
1682,7.4,Paul Haggis,The Next Three Days 
4087,7.4,,Deadline Gallipoli             
4120,7.4,Marco Kreuzpaintner,Summer Storm 
1800,7.4,Richard Eyre,Notes on a Scandal 
1415,7.4,Anthony Minghella,The English Patient 
1438,7.4,Tobe Hooper,Poltergeist 
155,7.4,Brad Bird,Mission: Impossible - Ghost Protocol 
4162,7.4,Carroll Ballard,The Black Stallion 
4135,7.4,John Boorman,Point Blank 
4580,7.4,Scandar Copti,Ajami 
4896,7.4,Doug Liman,Swingers 
4581,7.4,Goran Dukic,Wristcutters: A Love Story 
1799,7.4,David Lean,A Passage to India 
2096,7.4,Richard Attenborough,Shadowlands 
4100,7.4,Noah Baumbach,Frances Ha 
2455,7.4,Bruce Beresford,Mao's Last Dancer 
4702,7.4,Bill Benenson,The Hadza: Last of the First 
4701,7.4,Chris Atkins,Starsuckers 
4154,7.4,Craig Brewer,Hustle & Flow 
2997,7.3,Carroll Ballard,Duma 
1690,7.3,Niki Caro,North Country 
3652,7.3,Cédric Klapisch,L'auberge espagnole 
1888,7.3,Lasse Hallström,Chocolat 
2622,7.3,Stephen Frears,The Queen 
2879,7.3,Patrice Leconte,The Widow of Saint-Pierre 
1976,7.3,John Carpenter,Big Trouble in Little China 
2625,7.3,Gillian Armstrong,Little Women 
1969,7.3,Alan Parker,Angela's Ashes 
2913,7.3,Don Bluth,The Land Before Time 
1763,7.3,James Mangold,Identity 
1709,7.3,Richard J. Lewis,Barney's Version 
2813,7.3,Costa-Gavras,Amen. 
3651,7.3,David Cronenberg,Videodrome 
2677,7.3,Derek Cianfrance,The Place Beyond the Pines 
3616,7.3,John Michael McDonagh,The Guard 
1147,7.3,Gus Van Sant,Finding Forrester 
1941,7.3,John Wells,August: Osage County 
2832,7.3,Barry Levinson,"Good Morning, Vietnam "
2843,7.3,Theodore Melfi,St. Vincent 
2222,7.3,Roger Donaldson,The Bank Job 
2876,7.3,Olivier Assayas,"Paris, je t'aime "
2253,7.3,Robert Rodriguez,From Dusk Till Dawn 
2896,7.3,Denzel Washington,Antwone Fisher 
1952,7.3,Paul Thomas Anderson,Punch-Drunk Love 
1185,7.3,David O. Russell,American Hustle 
1322,7.3,Joel Coen,The Hudsucker Proxy 
1670,7.3,Stephen J. Anderson,Winnie the Pooh 
1411,7.3,Martin Scorsese,Cape Fear 
3571,7.3,Hans Petter Moland,Aberdeen 
3566,7.3,Steve McQueen,Shame 
1446,7.3,Michael Ritchie,The Bad News Bears 
3561,7.3,Doug Liman,Go 
3332,7.3,Scott Cooper,Crazy Heart 
3337,7.3,Alexander Payne,Election 
2171,7.3,Alexander Payne,The Descendants 
3348,7.3,Vipul Amrutlal Shah,Namastey London 
3546,7.3,Max Färberböck,Aimee & Jaguar 
2089,7.3,Lasse Hallström,The Hundred-Foot Journey 
3540,7.3,Clint Eastwood,Pale Rider 
2452,7.3,Guy Ritchie,RocknRolla 
2451,7.3,Sergey Bodrov,Mongol: The Rise of Genghis Khan 
2125,7.3,Laurent Tirard,Molière 
1452,7.3,Mike Nichols,Closer 
2127,7.3,Tony Gilroy,Michael Clayton 
2415,7.3,Woody Allen,Blue Jasmine 
3398,7.3,Duke Johnson,Anomalisa 
3399,7.3,Mike Leigh,Another Year 
1366,7.3,Gary Fleder,The Express 
2411,7.3,Robert Altman,Gosford Park 
3491,7.3,Rick Famuyiwa,Dope 
